V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,Y
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.50 ,0.45 ,0.33 ,1.00 ,2.00 ,1,0.00 ,2.00 ,0.00 ,-0.69 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.50 ,0.45 ,0.33 ,1.00 ,2.00 ,1,0.00 ,2.00 ,0.00 ,-0.70 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.50 ,0.33 ,0.45 ,0.00 ,4.00 ,0,1.00 ,0.00 ,1.00 ,-0.22 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.50 ,0.45 ,0.07 ,0.00 ,4.00 ,0,1.00 ,0.00 ,1.00 ,-0.44 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.50 ,0.60 ,0.33 ,0.00 ,4.00 ,0,1.00 ,0.00 ,1.00 ,-0.43 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.50 ,0.45 ,0.33 ,0.00 ,4.00 ,0,1.00 ,0.00 ,1.00 ,-0.51 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.50 ,0.45 ,0.45 ,0.00 ,4.00 ,0,1.00 ,0.00 ,1.00 ,-0.44 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.25 ,0.60 ,0.45 ,2.00 ,2.00 ,0,1.00 ,1.00 ,0.00 ,-0.65 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.25 ,0.60 ,0.23 ,2.00 ,2.00 ,0,1.00 ,1.00 ,0.00 ,-0.59 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.25 ,0.45 ,0.07 ,2.00 ,2.00 ,0,1.00 ,1.00 ,0.00 ,-0.55 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.25 ,0.60 ,0.33 ,2.00 ,2.00 ,0,1.00 ,1.00 ,0.00 ,-0.68 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.25 ,0.23 ,0.78 ,2.00 ,2.00 ,0,1.00 ,1.00 ,0.00 ,-0.60 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.00 ,0.78 ,0.23 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.65 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.00 ,0.78 ,0.33 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.66 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.00 ,0.78 ,0.14 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.66 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.00 ,0.60 ,0.00 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.57 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,0.33 ,0.00 ,0.33 ,0.60 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.59 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,1.00 ,0.78 ,0.78 ,0.00 ,0.00 ,4,0.00 ,0.00 ,2.00 ,0.01 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,1.00 ,1.00 ,1.29 ,0.00 ,0.00 ,4,0.00 ,0.00 ,2.00 ,-0.05 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,1.00 ,0.78 ,2.20 ,0.00 ,0.00 ,4,0.00 ,0.00 ,2.00 ,0.03 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,1.00 ,1.00 ,2.20 ,0.00 ,0.00 ,4,0.00 ,0.00 ,2.00 ,-0.04 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,1.00 ,0.78 ,0.60 ,0.00 ,0.00 ,4,0.00 ,0.00 ,2.00 ,0.04 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.75 ,0.78 ,0.78 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,1.00 ,-0.41 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.75 ,1.00 ,1.67 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,1.00 ,-0.44 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.75 ,1.00 ,1.29 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,1.00 ,-0.49 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.75 ,1.29 ,1.67 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,1.00 ,-0.52 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.75 ,1.00 ,0.45 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,1.00 ,-0.46 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.50 ,0.78 ,0.78 ,1.00 ,2.00 ,1,0.00 ,2.00 ,0.00 ,-0.52 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.50 ,1.00 ,0.78 ,1.00 ,2.00 ,1,0.00 ,2.00 ,0.00 ,-0.67 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.50 ,1.00 ,1.67 ,1.00 ,2.00 ,1,0.00 ,2.00 ,0.00 ,-0.58 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.50 ,1.00 ,1.29 ,1.00 ,2.00 ,1,0.00 ,2.00 ,0.00 ,-0.67 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.50 ,1.29 ,1.67 ,1.00 ,2.00 ,1,0.00 ,2.00 ,0.00 ,-0.67 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.50 ,0.78 ,0.78 ,0.00 ,4.00 ,0,1.00 ,0.00 ,1.00 ,-0.29 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.50 ,1.00 ,1.67 ,0.00 ,4.00 ,0,1.00 ,0.00 ,1.00 ,-0.44 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.50 ,1.00 ,1.29 ,0.00 ,4.00 ,0,1.00 ,0.00 ,1.00 ,-0.39 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.50 ,1.67 ,0.60 ,0.00 ,4.00 ,0,1.00 ,0.00 ,1.00 ,-0.46 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.50 ,1.00 ,0.78 ,0.00 ,4.00 ,0,1.00 ,0.00 ,1.00 ,-0.44 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.25 ,0.78 ,0.78 ,2.00 ,2.00 ,0,1.00 ,1.00 ,0.00 ,-0.71 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.25 ,1.00 ,0.78 ,2.00 ,2.00 ,0,1.00 ,1.00 ,0.00 ,-0.63 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.25 ,1.00 ,1.67 ,2.00 ,2.00 ,0,1.00 ,1.00 ,0.00 ,-0.60 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.25 ,1.00 ,1.29 ,2.00 ,2.00 ,0,1.00 ,1.00 ,0.00 ,-0.69 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.25 ,1.29 ,1.67 ,2.00 ,2.00 ,0,1.00 ,1.00 ,0.00 ,-0.60 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.00 ,1.00 ,1.67 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.56 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.00 ,1.67 ,1.67 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.60 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.00 ,2.20 ,0.45 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.66 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.00 ,1.67 ,1.00 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.68 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,1.00 ,0.00 ,0.78 ,0.78 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.64 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,1.00 ,1.67 ,4.33 ,0.00 ,0.00 ,4,0.00 ,0.00 ,2.00 ,-0.06 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,1.00 ,1.29 ,2.20 ,0.00 ,0.00 ,4,0.00 ,0.00 ,2.00 ,-0.02 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,1.00 ,1.29 ,3.00 ,0.00 ,0.00 ,4,0.00 ,0.00 ,2.00 ,-0.05 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,1.00 ,2.20 ,2.20 ,0.00 ,0.00 ,4,0.00 ,0.00 ,2.00 ,-0.01 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,1.00 ,1.67 ,4.33 ,0.00 ,0.00 ,4,0.00 ,0.00 ,2.00 ,-0.07 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.75 ,3.00 ,1.67 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,1.00 ,-0.46 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.75 ,2.20 ,3.00 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,1.00 ,-0.54 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.75 ,1.67 ,1.67 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,1.00 ,-0.42 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.75 ,1.67 ,3.00 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,1.00 ,-0.44 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.75 ,2.20 ,3.00 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,1.00 ,-0.53 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.50 ,2.20 ,3.00 ,1.00 ,2.00 ,1,0.00 ,2.00 ,0.00 ,-0.70 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.50 ,1.67 ,1.67 ,1.00 ,2.00 ,1,0.00 ,2.00 ,0.00 ,-0.60 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.50 ,1.67 ,3.00 ,1.00 ,2.00 ,1,0.00 ,2.00 ,0.00 ,-0.62 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.50 ,3.00 ,1.67 ,1.00 ,2.00 ,1,0.00 ,2.00 ,0.00 ,-0.75 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.50 ,3.00 ,2.20 ,1.00 ,2.00 ,1,0.00 ,2.00 ,0.00 ,-0.47 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.50 ,2.20 ,3.00 ,0.00 ,4.00 ,0,1.00 ,0.00 ,1.00 ,-0.54 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.50 ,1.67 ,3.00 ,0.00 ,4.00 ,0,1.00 ,0.00 ,1.00 ,-0.47 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.50 ,3.00 ,4.33 ,0.00 ,4.00 ,0,1.00 ,0.00 ,1.00 ,-0.46 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.50 ,3.00 ,2.20 ,0.00 ,4.00 ,0,1.00 ,0.00 ,1.00 ,-0.53 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.50 ,1.67 ,1.67 ,0.00 ,4.00 ,0,1.00 ,0.00 ,1.00 ,-0.49 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.25 ,2.20 ,3.00 ,2.00 ,2.00 ,0,1.00 ,1.00 ,0.00 ,-0.64 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.25 ,1.67 ,1.67 ,2.00 ,2.00 ,0,1.00 ,1.00 ,0.00 ,-0.63 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.25 ,1.67 ,3.00 ,2.00 ,2.00 ,0,1.00 ,1.00 ,0.00 ,-0.68 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.25 ,7.00 ,2.20 ,2.00 ,2.00 ,0,1.00 ,1.00 ,0.00 ,-0.73 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.25 ,7.00 ,2.20 ,2.00 ,2.00 ,0,1.00 ,1.00 ,0.00 ,-0.67 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.00 ,1.67 ,1.67 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.60 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.00 ,7.00 ,2.20 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.65 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.00 ,15.00 ,1.29 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.43 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.00 ,3.00 ,2.20 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.71 
2.28 ,2.54 ,9.00 ,10.00 ,1.39 ,1.44 ,0.90 ,1.00 ,0.90 ,1.00 ,-2.25 ,-3.56 ,392.42 ,407.82 ,78.00 ,79.00 ,3.00 ,0.00 ,3.00 ,4.33 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.63 
1.90 ,2.28 ,10.00 ,9.00 ,1.28 ,1.39 ,1.00 ,0.90 ,1.00 ,0.90 ,-2.67 ,-2.25 ,361.49 ,392.42 ,29.00 ,78.00 ,3.00 ,0.00 ,2.20 ,2.20 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.14 
1.90 ,2.28 ,10.00 ,9.00 ,1.28 ,1.39 ,1.00 ,0.90 ,1.00 ,0.90 ,-2.67 ,-2.25 ,361.49 ,392.42 ,29.00 ,78.00 ,3.00 ,0.00 ,3.00 ,4.33 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.09 
1.90 ,2.28 ,10.00 ,9.00 ,1.28 ,1.39 ,1.00 ,0.90 ,1.00 ,0.90 ,-2.67 ,-2.25 ,361.49 ,392.42 ,29.00 ,78.00 ,3.00 ,0.00 ,7.00 ,3.00 ,4.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,-0.10 
1.90 ,2.28 ,10.00 ,9.00 ,1.28 ,1.39 ,1.00 ,0.90 ,1.00 ,0.90 ,-2.67 ,-2.25 ,361.49 ,392.42 ,29.00 ,78.00 ,3.00 ,0.25 ,2.20 ,2.20 ,2.00 ,2.00 ,0.00 ,1.00 ,1.00 ,0.00 ,-0.48 
1.90 ,2.28 ,10.00 ,9.00 ,1.28 ,1.39 ,1.00 ,0.90 ,1.00 ,0.90 ,-2.67 ,-2.25 ,361.49 ,392.42 ,29.00 ,78.00 ,3.00 ,0.25 ,3.00 ,4.33 ,2.00 ,2.00 ,0.00 ,1.00 ,1.00 ,0.00 ,-0.43 
1.90 ,2.28 ,10.00 ,9.00 ,1.28 ,1.39 ,1.00 ,0.90 ,1.00 ,0.90 ,-2.67 ,-2.25 ,361.49 ,392.42 ,29.00 ,78.00 ,3.00 ,0.25 ,7.00 ,3.00 ,2.00 ,2.00 ,0.00 ,1.00 ,1.00 ,0.00 ,-0.56 
1.90 ,2.28 ,10.00 ,9.00 ,1.28 ,1.39 ,1.00 ,0.90 ,1.00 ,0.90 ,-2.67 ,-2.25 ,361.49 ,392.42 ,29.00 ,78.00 ,3.00 ,0.50 ,2.20 ,2.20 ,1.00 ,2.00 ,1.00 ,0.00 ,2.00 ,0.00 ,-0.55 
1.90 ,2.28 ,10.00 ,9.00 ,1.28 ,1.39 ,1.00 ,0.90 ,1.00 ,0.90 ,-2.67 ,-2.25 ,361.49 ,392.42 ,29.00 ,78.00 ,3.00 ,0.50 ,3.00 ,4.33 ,1.00 ,2.00 ,1.00 ,0.00 ,2.00 ,0.00 ,-0.62 
1.90 ,2.28 ,10.00 ,9.00 ,1.28 ,1.39 ,1.00 ,0.90 ,1.00 ,0.90 ,-2.67 ,-2.25 ,361.49 ,392.42 ,29.00 ,78.00 ,3.00 ,0.50 ,1.67 ,3.00 ,1.00 ,2.00 ,1.00 ,0.00 ,2.00 ,0.00 ,-0.55 
